id,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
suzuki002yos,711,2073,1841,230,466,376,54,12,24,136,84,46,132,284,0.25312330255296034,0.30228044638524987,0.33460076045627374,0.6368812068415236,616,17,25,63,12,8
suzuki002yuk,12,15,13,0,2,2,0,0,0,1,0,1,1,3,0.15384615384615385,0.21428571428571427,0.15384615384615385,0.36813186813186816,2,0,0,0,1,0
suzuki003hir,37,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
suzuki003ken,24,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
suzuki003tak,1501,5357,4777,520,1226,830,196,8,192,657,33,19,449,812,0.2566464308143186,0.3239330701259635,0.4216035168515805,0.745536586977544,2014,126,48,45,38,16
suzuki003yas,688,1261,1082,117,244,169,49,2,24,91,17,11,79,230,0.2255083179297597,0.2671451355661882,0.3410351201478743,0.6081802557140625,369,11,12,81,7,4
suzuki003yos,26,25,24,1,3,3,0,0,0,1,0,1,0,4,0.125,0.125,0.125,0.25,3,0,0,0,1,0
suzuki004tak,591,518,453,14,58,50,7,0,1,23,0,0,19,138,0.1280353200883002,0.1525096525096525,0.15011037527593818,0.3026200277855907,68,10,2,44,0,0
suzuki006tak,108,112,104,3,19,14,3,0,2,10,0,0,8,22,0.18269230769230768,0.24107142857142858,0.2692307692307692,0.5103021978021978,28,6,0,0,0,0
suzuki007tak,522,474,433,19,55,44,8,1,2,11,0,2,11,155,0.12702078521939955,0.1440677966101695,0.16397228637413394,0.3080400829843034,71,5,2,26,2,0
suzuki008tak,79,200,186,15,41,35,6,0,0,11,5,0,8,17,0.22043010752688172,0.25,0.25268817204301075,0.5026881720430108,47,1,1,5,NA,NA
suzuki009tak,1131,3922,3607,370,875,745,100,21,9,214,246,90,157,338,0.24258386470751317,0.26738241308793453,0.2894372054338786,0.556819618521813,1044,66,14,134,NA,NA
sweene001bri,50,6,6,0,1,1,0,0,0,1,0,0,0,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,1,0,0,0,0,0
tabata000ken,27,17,16,0,2,2,0,0,0,0,0,0,1,8,0.125,0.17647058823529413,0.125,0.30147058823529416,2,0,0,0,0,0
tabata001kaz,129,166,139,5,13,13,0,0,0,5,0,0,4,68,0.09352517985611511,0.10240963855421686,0.09352517985611511,0.19593481841033197,13,0,0,23,0,0
tabe--000ter,449,1467,1271,172,319,215,63,6,35,179,21,17,174,199,0.25098347757671124,0.3387866394001363,0.39260424862313137,0.7313908880232677,499,28,4,18,NA,NA
tabuch000koi,1739,6875,5881,909,1532,879,167,12,474,1135,18,24,823,972,0.2604999149804455,0.3634367681498829,0.5347729977894916,0.8982097659393745,3145,176,128,0,43,125
tachib000ken,41,11,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0
tachib000yos,1149,3369,3053,317,801,627,101,22,51,318,33,33,185,475,0.262364886996397,0.3029850746268657,0.3599737962659679,0.6629588708928336,1099,48,29,83,19,7
tachik001tak,530,1515,1336,145,315,219,60,8,28,117,17,8,141,325,0.23577844311377247,0.31254147312541475,0.3555389221556886,0.6680803952811034,475,35,15,15,8,6
tachin000mas,71,45,41,1,2,2,0,0,0,0,0,0,1,22,0.04878048780487805,0.06666666666666667,0.04878048780487805,0.11544715447154472,2,2,0,3,0,0
tada--000fuk,164,408,365,38,80,53,16,2,9,61,4,1,35,87,0.2191780821917808,0.28746928746928746,0.34794520547945207,0.6354144929487395,127,10,2,5,NA,NA
tada--000tsu,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tadano001kaz,43,12,11,1,2,2,0,0,0,0,0,0,0,2,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.3484848484848485,2,0,0,1,0,0
tadoko000shi,121,266,252,16,52,36,9,3,4,24,2,0,13,46,0.20634920634920634,0.24436090225563908,0.3134920634920635,0.5578529657477026,79,5,0,1,NA,NA
tadoko000zen,381,406,369,18,65,62,3,0,0,24,0,1,9,84,0.17615176151761516,0.18271604938271604,0.1842818428184282,0.3669978922011442,68,7,0,27,NA,NA
tagami001ken,123,86,77,34,19,18,1,0,0,3,11,2,6,18,0.24675324675324675,0.29069767441860467,0.2597402597402597,0.5504379341588643,20,1,0,3,0,0
tagawa000ken,4,6,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
tagawa000yut,542,2109,1862,166,482,371,82,19,10,169,38,29,214,116,0.2588614393125671,0.33349146110056926,0.3394199785177229,0.6729114396182921,632,59,7,25,NA,NA
tagiri000kat,13,9,8,2,1,0,1,0,0,1,0,0,1,7,0.125,0.2222222222222222,0.25,0.4722222222222222,2,0,0,0,0,0
taguch000kaz,195,222,184,8,25,22,3,0,0,11,0,0,7,73,0.1358695652173913,0.14414414414414414,0.15217391304347827,0.2963180571876224,28,3,0,31,0,0
taguch001mas,534,1285,1124,82,224,167,39,0,18,94,2,5,67,338,0.199288256227758,0.24629773967264224,0.2820284697508897,0.5283262094235319,317,33,25,67,2,1
taguch001so-,1222,4995,4411,674,1219,904,224,21,70,429,86,40,352,706,0.2763545681251417,0.32146449406558036,0.38426660621174336,0.7057311002773237,1695,85,27,181,24,12
tahara000mot,109,171,162,9,23,20,2,1,0,3,2,0,4,35,0.1419753086419753,0.15789473684210525,0.16666666666666666,0.32456140350877194,27,5,0,5,NA,NA
tahara000sei,64,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tahara000tot,46,29,27,0,3,3,0,0,0,0,0,0,0,9,0.1111111111111111,0.10344827586206896,0.1111111111111111,0.21455938697318006,3,0,0,2,0,0
tahara000yas,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tahara001koj,99,142,133,7,21,15,5,0,1,7,0,0,3,30,0.15789473684210525,0.176056338028169,0.21804511278195488,0.3941014508101239,29,4,1,5,0,0
taigo-000tos,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
taihoh001yas,1324,4699,4097,544,1089,604,200,8,277,722,15,16,522,1057,0.2658042470100073,0.35202225551037875,0.521357090554064,0.8733793460644428,2136,80,34,20,26,49
taijun000mas,12,40,37,1,5,4,0,0,1,4,0,0,1,11,0.13513513513513514,0.175,0.21621621621621623,0.3912162162162162,8,0,1,1,0,0
taira-000kai,23,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
taira-000ken,60,104,93,3,9,9,0,0,0,0,0,0,1,46,0.0967741935483871,0.09615384615384616,0.0967741935483871,0.19292803970223327,9,1,0,10,0,0
tajima000dai,66,6,5,0,0,0,0,0,0,0,0,0,1,4,0,0.16666666666666666,0,0.16666666666666666,0,0,0,0,0,0
tajima000shi,211,18,16,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0
takaba000mic,258,416,377,26,99,82,9,0,8,39,2,1,29,74,0.2625994694960212,0.3220338983050847,0.35013262599469497,0.6721665242997796,132,8,5,2,3,1
takaba000tsu,581,1801,1573,161,341,268,50,12,11,93,37,28,165,205,0.21678321678321677,0.2877017250973845,0.2848061029879212,0.5725078280853058,448,35,11,48,4,2
takabe000aki,175,688,606,72,157,130,17,6,4,44,48,10,43,126,0.2590759075907591,0.3007299270072993,0.32673267326732675,0.627462600274626,198,13,6,30,3,1
takada000hir,19,4,4,0,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,0,0,0
takada000kos,13,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
takada000mak,467,1190,1011,98,236,175,45,6,10,101,2,6,114,178,0.2334322453016815,0.30254237288135594,0.31948565776458954,0.6220280306459455,323,21,7,48,10,2
takada001shi,1512,5799,5064,838,1384,984,229,32,139,499,200,71,441,494,0.27330173775671407,0.3313660822773824,0.41350710900473936,0.7448731912821218,2094,67,84,172,38,6
takada002shi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takaga000yos,87,31,31,2,6,6,0,0,0,1,0,0,0,13,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.3870967741935484,6,1,0,0,0,0
takagi000hay,67,89,76,3,6,4,2,0,0,0,0,0,2,38,0.07894736842105263,0.0898876404494382,0.10526315789473684,0.19515079834417504,8,3,0,11,0,0
takagi000kaz,22,20,20,0,3,2,1,0,0,0,0,0,0,10,0.15,0.15,0.2,0.35,4,0,0,0,0,0
takagi000kim,505,1028,939,91,216,171,30,12,3,71,24,25,70,119,0.23003194888178913,0.2809756097560976,0.2971246006389776,0.5781002103950752,279,10,2,14,NA,NA
takagi000kyo,209,11,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
takagi000mor,2282,9110,8367,1120,2274,1637,346,55,236,813,369,139,434,819,0.2717820007171029,0.30517831511538035,0.4108999641448548,0.7160782792602352,3438,171,56,200,53,25
takagi000nob,102,100,93,4,20,19,1,0,0,7,0,0,2,28,0.21505376344086022,0.2222222222222222,0.22580645161290322,0.44802867383512546,21,1,0,4,1,0
takagi000tak,1074,3128,2767,235,736,580,107,8,41,271,15,15,308,243,0.26599204915070473,0.34107027724049,0.35489700036140226,0.6959672776018923,982,58,14,13,26,26
takagi000tok,254,383,354,23,76,65,10,0,1,14,1,3,19,37,0.21468926553672316,0.2572178477690289,0.2514124293785311,0.5086302771475599,89,8,3,5,2,2
takagi000wat,37,121,111,6,15,10,2,1,2,7,0,1,6,37,0.13513513513513514,0.175,0.22522522522522523,0.4002252252252252,25,2,0,3,1,0
takagi000yos,1147,3656,3247,410,957,661,178,16,102,463,24,32,355,550,0.2947336002463813,0.36538461538461536,0.45364952263627967,0.819034138020895,1473,75,18,20,16,25
takagi000yut,1628,6711,5782,877,1716,1272,316,40,88,545,321,178,747,816,0.2967831200276721,0.3752812359382031,0.410930473884469,0.7862117098226722,2376,79,39,99,44,38
takagi001hir,1002,2854,2510,269,643,534,90,9,10,186,27,17,189,213,0.25617529880478085,0.3027846316531547,0.3111553784860558,0.6139400101392105,781,38,27,111,17,1
takagi001koj,92,80,70,0,2,2,0,0,0,3,0,0,3,43,0.02857142857142857,0.0641025641025641,0.02857142857142857,0.09267399267399266,2,0,0,5,2,0
takagi001shi,78,228,213,16,42,36,3,1,2,19,2,1,13,28,0.19718309859154928,0.2412280701754386,0.24882629107981222,0.4900543612552508,53,8,0,2,NA,NA
takagi001tai,720,2596,2280,325,599,415,114,14,56,319,67,36,255,348,0.262719298245614,0.33475728155339807,0.3986842105263158,0.7334414920797139,909,44,8,32,21,6
takagi001yas,75,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
takagi002hir,16,13,10,0,2,2,0,0,0,0,0,0,0,5,0.2,0.15384615384615385,0.2,0.35384615384615387,2,0,0,3,0,0
takagu001tak,214,320,283,26,50,35,9,4,2,19,2,3,12,82,0.17667844522968199,0.215625,0.2579505300353357,0.4735755300353357,73,6,7,18,0,0
takaha000chi,70,57,53,3,6,5,0,0,1,2,0,0,2,17,0.11320754716981132,0.14035087719298245,0.16981132075471697,0.3101621979476994,9,1,0,2,NA,NA
takaha000chu,150,310,272,45,67,53,6,2,6,29,4,4,31,61,0.24632352941176472,0.3193548387096774,0.3492647058823529,0.6686195445920303,95,3,1,6,0,0
takaha000eii,168,84,80,2,10,9,1,0,0,3,0,0,0,24,0.125,0.11904761904761904,0.1375,0.256547619047619,11,1,0,4,0,0
takaha000har,44,83,78,4,9,9,0,0,0,2,0,0,1,34,0.11538461538461539,0.12048192771084337,0.11538461538461539,0.23586654309545876,9,0,0,4,0,0
takaha000kei,84,135,116,4,14,13,1,0,0,5,0,0,5,47,0.1206896551724138,0.14074074074074075,0.12931034482758622,0.27005108556832697,15,0,0,14,0,0
takaha000kon,119,13,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0
takaha000koy,21,30,27,1,4,4,0,0,0,1,0,0,0,14,0.14814814814814814,0.13333333333333333,0.14814814814814814,0.28148148148148144,4,2,0,3,0,0
takaha000mas,1101,3068,2642,346,642,504,109,15,14,168,100,36,258,564,0.24299772899318697,0.2983950212905339,0.31150643451930354,0.6099014558098375,823,30,11,142,15,15
takaha000mic,51,27,25,1,3,3,0,0,0,0,0,0,0,8,0.12,0.1111111111111111,0.12,0.2311111111111111,3,1,0,2,0,0
takaha000mik,19,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
takaha000nao,215,376,312,12,31,30,0,1,0,9,0,0,14,104,0.09935897435897435,0.1196808510638298,0.10576923076923077,0.22545008183306056,33,8,0,50,0,0
takaha000rei,23,4,4,0,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0
takaha000shu,989,3412,3105,278,802,566,167,14,55,349,9,10,242,630,0.25829307568438004,0.31447096964338345,0.3742351046698873,0.6887060743132707,1162,87,23,23,19,22
takaha000tak,212,420,382,42,84,64,14,3,3,30,0,1,20,90,0.2198952879581152,0.24761904761904763,0.29581151832460734,0.5434305659436549,113,9,0,18,0,0
takaha000tos,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takaha000tsu,35,51,45,3,7,4,2,0,1,2,1,1,4,13,0.15555555555555556,0.23529411764705882,0.26666666666666666,0.5019607843137255,12,1,1,1,0,0
takaha000yuk,63,96,91,2,7,5,1,1,0,4,0,0,1,58,0.07692307692307693,0.08333333333333333,0.10989010989010989,0.1932234432234432,10,1,0,4,0,0
takaha000yut,128,459,416,38,105,75,21,1,8,44,2,0,26,105,0.25240384615384615,0.2894736842105263,0.36538461538461536,0.6548582995951417,152,10,1,13,3,1
takaha001aki,173,4,3,0,1,1,0,0,0,0,0,0,0,2,0.3333333333333333,0.25,0.3333333333333333,0.5833333333333333,1,0,0,1,0,0
takaha001fum,491,1142,1051,119,255,208,32,8,7,51,45,22,43,95,0.24262607040913417,0.2647317502198769,0.3082778306374881,0.573009580857365,324,6,3,40,5,0
takaha001hid,9,4,2,0,1,1,0,0,0,0,0,0,1,1,0.5,0.5,0.5,1,1,0,0,1,0,0
takaha001hir,1288,3449,3109,318,790,606,109,15,60,314,37,27,217,324,0.25410099710517853,0.30387868183143774,0.35670633644258604,0.6605850182740238,1109,82,35,68,20,9
takaha001his,268,449,373,15,41,38,3,0,0,18,0,0,16,166,0.10991957104557641,0.12694877505567928,0.11796246648793565,0.24491124154361493,44,6,0,60,0,0
takaha001kaz,88,244,228,34,60,48,6,5,1,19,1,5,11,44,0.2631578947368421,0.2962962962962963,0.34649122807017546,0.6427875243664718,79,7,1,3,1,0
takaha001ken,418,432,385,14,57,49,3,2,3,13,0,0,8,165,0.14805194805194805,0.15081206496519722,0.18961038961038962,0.34042245457558684,73,6,0,38,1,0
takaha001mit,398,552,510,41,129,85,23,0,21,76,1,1,29,83,0.2529411764705882,0.30347349177330896,0.4215686274509804,0.7250421192242893,215,14,8,0,5,0
takaha001nob,28,37,32,3,7,5,2,0,0,1,0,0,2,11,0.21875,0.24324324324324326,0.28125,0.5244932432432432,9,1,0,3,0,0
takaha001sat,945,3092,2777,364,737,444,148,21,124,408,24,7,266,694,0.2653943104069139,0.33170254403131116,0.4677709758732445,0.7994735199045557,1299,65,14,9,26,19
takaha001shi,586,721,641,14,72,56,12,2,2,31,0,0,21,254,0.11232449297971919,0.13006993006993006,0.14664586583463338,0.2767157959045634,94,17,0,53,6,0
takaha001tak,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takaha001yos,1819,6831,6028,890,1753,1126,297,9,321,986,29,26,634,1173,0.29080955540809555,0.36780085432316983,0.5028201725282018,0.8706210268513717,3031,114,110,17,42,34
takaha002hid,59,28,26,1,3,3,0,0,0,0,0,0,0,7,0.11538461538461539,0.10714285714285714,0.11538461538461539,0.22252747252747251,3,0,0,2,0,0
takaha002hir,16,12,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
takaha002kaz,32,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
takaha002mas,10,8,8,0,1,1,0,0,0,0,0,0,0,4,0.125,0.125,0.125,0.25,1,0,0,0,0,0
takaha002sat,172,255,216,10,35,27,7,0,1,11,0,0,6,75,0.16203703703703703,0.16996047430830039,0.20833333333333334,0.37829380764163373,45,3,2,29,2,0
takaha002shi,917,3159,2888,310,768,549,131,6,82,416,22,8,183,545,0.2659279778393352,0.31453154875717015,0.4006232686980609,0.7151548174552311,1157,64,36,31,21,8
takaha003aki,3,2,2,1,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0,0,0,0,0
takaha003hir,49,86,79,7,20,16,2,1,1,3,0,1,6,23,0.25316455696202533,0.3023255813953488,0.34177215189873417,0.6440977332940829,27,1,0,1,0,0
takaha003kaz,84,20,18,0,2,2,0,0,0,0,0,0,1,12,0.1111111111111111,0.15,0.1111111111111111,0.26111111111111107,2,0,0,1,0,0
takaha003koi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
takaha003mas,133,112,104,13,19,17,2,0,0,3,3,1,5,39,0.18269230769230768,0.21428571428571427,0.20192307692307693,0.4162087912087912,21,1,0,3,NA,NA
takaha003yos,1717,7146,6510,1003,1826,1326,280,57,163,604,477,206,465,849,0.2804915514592934,0.3309908643710471,0.4161290322580645,0.7471198966291116,2709,60,64,76,31,12
takaha004aki,317,386,345,8,42,38,2,2,0,13,1,0,14,124,0.12173913043478261,0.1514360313315927,0.1391304347826087,0.2905664661142014,48,7,2,22,3,0
takaha004hir,44,90,74,2,10,9,1,0,0,6,0,0,2,28,0.13513513513513514,0.13333333333333333,0.14864864864864866,0.281981981981982,11,2,0,14,0,0
takaha004kaz,383,629,575,40,90,80,8,2,0,23,1,0,16,192,0.1565217391304348,0.16878980891719744,0.17739130434782607,0.34618111326502354,102,5,0,37,1,0
takaha004mas,2,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,0,0,0,NA
takaha004yos,390,393,333,21,56,42,8,5,1,13,0,0,19,99,0.16816816816816818,0.19083969465648856,0.23123123123123124,0.42207092588771977,77,3,0,41,0,0
takaha005aki,204,289,263,29,68,54,9,3,2,26,2,1,17,51,0.2585551330798479,0.2975778546712803,0.33840304182509506,0.6359808964963753,89,5,1,8,NA,NA
takaha005kaz,12,12,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,NA
takai-000haj,78,132,124,12,32,21,8,1,2,18,0,1,7,25,0.25806451612903225,0.29545454545454547,0.3870967741935484,0.6825513196480939,48,1,0,1,0,0
takai-000yas,1135,2820,2476,288,665,440,94,1,130,446,11,6,277,400,0.268578352180937,0.3433799784714747,0.4648626817447496,0.8082426602162243,1151,90,15,19,33,11
takai-001yuh,967,3277,3030,362,882,653,154,9,66,386,41,17,198,494,0.29108910891089107,0.33537895059834305,0.4132013201320132,0.7485802707303563,1252,53,13,18,18,12
takaic001shu,13,7,5,0,1,1,0,0,0,0,0,0,1,1,0.2,0.2857142857142857,0.2,0.4857142857142857,1,0,0,1,0,0
takair000kaz,156,313,290,21,60,42,10,1,7,27,1,5,12,44,0.20689655172413793,0.24281150159744408,0.32068965517241377,0.5635011567698578,93,7,4,7,0,0
takajo000shu,347,774,685,56,118,92,18,4,4,38,2,1,41,232,0.17226277372262774,0.23027166882276842,0.22773722627737225,0.45800889510014064,156,20,19,28,1,3
takaku000ter,1793,6342,5831,782,1611,1134,271,38,168,640,178,83,383,808,0.27628194134796774,0.3220392653578214,0.42222603327045105,0.7442652986282725,2462,97,40,62,NA,NA
takama000nob,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
takama000tos,177,286,259,14,51,42,8,1,0,15,2,0,10,41,0.1969111969111969,0.2202797202797203,0.23552123552123552,0.4558009558009558,61,12,2,15,NA,NA
takama000wat,156,139,128,44,29,28,1,0,0,4,23,13,3,40,0.2265625,0.2391304347826087,0.234375,0.4735054347826087,30,0,1,6,1,0
takami000mas,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,0,0
takami001kaz,40,13,10,1,1,1,0,0,0,1,0,0,1,4,0.1,0.15384615384615385,0.1,0.25384615384615383,1,0,0,2,0,0
takami001koj,68,178,160,20,43,30,8,1,4,26,1,1,11,46,0.26875,0.3163841807909605,0.40625,0.7226341807909604,65,2,2,4,1,0
takamo001yuk,2,5,4,0,1,1,0,0,0,0,0,0,0,0,0.25,0.2,0.25,0.45,1,0,0,1,0,0
takamu000yos,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
takana000hir,163,127,115,2,10,10,0,0,0,1,0,1,2,65,0.08695652173913043,0.09448818897637795,0.08695652173913043,0.18144471071550838,10,2,0,10,0,0
takana000tos,49,80,72,7,13,11,1,0,1,6,0,1,5,11,0.18055555555555555,0.25,0.2361111111111111,0.4861111111111111,17,4,2,1,0,1
takana000yuh,114,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
takana001fum,628,452,408,132,69,53,12,2,2,26,59,24,27,82,0.16911764705882354,0.21651785714285715,0.22303921568627452,0.4395570728291317,91,7,1,12,4,0
takani000hid,176,304,275,39,68,49,15,2,2,19,4,5,20,44,0.24727272727272728,0.29372937293729373,0.3381818181818182,0.631911191119112,93,2,1,7,1,1
takano000hik,206,310,261,12,39,33,6,0,0,13,1,0,9,100,0.14942528735632185,0.15584415584415584,0.1724137931034483,0.32825794894760413,45,3,0,38,2,0
takano000hir,210,496,452,34,87,67,8,2,10,52,0,1,34,107,0.19247787610619468,0.2439516129032258,0.2853982300884956,0.5293498429917214,129,8,0,10,NA,NA
takano000kai,281,809,718,82,135,99,23,4,9,40,42,21,59,136,0.18802228412256267,0.24813895781637718,0.26880222841225626,0.5169411862286335,193,4,6,23,3,3
takano001fum,477,1193,1029,147,278,186,51,5,36,144,5,9,118,237,0.27016520894071916,0.3642495784148398,0.43440233236151604,0.7986519107763559,447,37,36,3,7,4
takano001kaz,90,82,77,2,4,2,1,1,0,2,0,0,1,47,0.05194805194805195,0.06097560975609756,0.09090909090909091,0.15188470066518847,7,4,0,4,0,0
takano001shi,17,18,18,1,3,1,1,0,1,1,0,0,0,5,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.5555555555555556,7,0,0,0,0,0
takaok000eij,7,4,4,0,4,3,1,0,0,2,0,0,0,0,1,1,1.25,2.25,5,0,0,0,0,0
takaok000shi,139,179,166,5,31,27,4,0,0,6,0,1,8,35,0.18674698795180722,0.22905027932960895,0.21084337349397592,0.43989365282358484,35,2,2,3,0,0
takasa001ken,179,153,129,2,14,14,0,0,0,3,0,0,2,37,0.10852713178294573,0.10457516339869281,0.10852713178294573,0.21310229518163853,14,3,0,22,0,0
takash000aki,25,19,18,1,4,4,0,0,0,1,0,0,1,9,0.2222222222222222,0.2631578947368421,0.2222222222222222,0.4853801169590643,4,0,0,0,0,0
takash000mas,310,379,351,27,70,55,7,3,5,31,5,1,16,76,0.19943019943019943,0.23809523809523808,0.2792022792022792,0.5172975172975173,98,9,4,7,1,0
takash000nob,917,3481,3011,406,772,578,130,7,57,346,54,29,260,291,0.2563932248422451,0.30764774044032445,0.3610096313517104,0.6686573717920348,1087,64,30,151,29,4
takash000sat,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
takash000tor,161,294,263,17,60,48,7,1,4,25,0,0,21,36,0.22813688212927757,0.296551724137931,0.30798479087452474,0.6045365150124558,81,6,5,1,4,0
takasu001yos,1132,3970,3452,340,925,737,156,13,19,331,67,28,272,419,0.2679606025492468,0.31375031653583185,0.33719582850521435,0.6509461450410462,1164,88,42,183,21,3
takata000hos,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
takata000tom,462,734,646,67,130,101,16,8,5,56,15,3,46,177,0.20123839009287925,0.24693042291950887,0.2739938080495356,0.5209242309690445,177,5,5,36,1,0
takate000noz,8,27,23,0,3,0,3,0,0,2,1,0,2,5,0.13043478260869565,0.19230769230769232,0.2608695652173913,0.45317725752508364,6,0,0,1,1,0
takato000tok,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA
takats000tos,40,43,43,2,9,4,3,0,2,5,0,0,0,13,0.20930232558139536,0.20930232558139536,0.4186046511627907,0.627906976744186,18,2,0,0,0,0
takats001shi,407,93,81,5,8,7,1,0,0,6,0,0,1,38,0.09876543209876543,0.0967741935483871,0.1111111111111111,0.2078853046594982,9,1,0,11,0,0
takaur000mis,179,318,281,18,54,42,7,1,4,19,1,0,21,70,0.19217081850533807,0.24605678233438485,0.2669039145907473,0.5129606969251321,75,7,3,12,1,5
takaya000hid,592,1294,1149,154,286,176,61,1,48,177,7,7,115,230,0.24891209747606616,0.3192488262910798,0.4290687554395126,0.7483175817305925,493,44,7,7,16,3
takaya000isa,12,2,2,0,1,0,1,0,0,0,0,0,0,1,0.5,0.5,1,1.5,2,0,0,0,0,0
takaya000kun,1,2,2,0,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,1,0,0,0,0,0
takaya000shu,467,1425,1320,128,330,242,60,8,20,135,23,11,81,286,0.25,0.29809725158562367,0.353030303030303,0.6511275546159268,466,18,12,6,6,5
takaya000tad,690,1728,1645,141,369,246,56,16,51,171,9,13,54,320,0.2243161094224924,0.250436808386721,0.3708206686930091,0.6212574770797301,610,43,7,11,11,0
takaya001hir,643,1187,1037,81,201,160,30,1,10,101,1,3,85,250,0.19382835101253615,0.2478849407783418,0.2536162005785921,0.5015011413569339,263,16,7,53,5,1
takaya001his,377,1003,909,100,227,148,50,4,25,108,8,4,62,237,0.24972497249724973,0.3065326633165829,0.39603960396039606,0.702572267276979,360,9,16,8,8,2
takaya001iku,12,12,9,0,1,1,0,0,0,1,0,0,0,6,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.19444444444444442,1,0,0,3,0,0
takaya001ken,91,181,161,14,34,24,7,1,2,10,0,0,10,31,0.2111801242236025,0.25139664804469275,0.30434782608695654,0.5557444741316493,49,5,1,7,2,3
takaza000hid,1004,3714,3278,503,932,655,162,20,95,399,107,32,225,391,0.2843197071384991,0.3324317013794969,0.43288590604026844,0.7653176074197654,1419,52,72,122,17,19
takech000fum,408,711,634,42,121,110,10,1,0,37,1,2,33,81,0.19085173501577288,0.21971830985915494,0.20977917981072555,0.4294974896698805,133,19,2,41,NA,NA
takech000osa,789,3076,2824,314,759,613,102,19,25,352,106,44,215,168,0.2687677053824363,0.3193990855649902,0.34490084985835695,0.6642999354233472,974,87,4,19,NA,NA
takeda000ken,404,530,488,53,109,84,20,1,4,32,2,0,15,120,0.22336065573770492,0.24714828897338403,0.2930327868852459,0.54018107585863,143,10,6,17,4,0
takeda000mit,32,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
takeda000sho,123,20,17,0,2,2,0,0,0,1,0,0,0,8,0.11764705882352941,0.1,0.11764705882352941,0.21764705882352942,2,1,0,3,0,0
takeda001his,197,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
takeda001kaz,59,116,104,5,13,11,1,1,0,3,0,0,6,43,0.125,0.16379310344827586,0.15384615384615385,0.3176392572944297,16,1,0,6,0,0
